label,text
spam,🏆 GIẢI ĐẶC BIỆT! AIRPODS PRO dành cho bạn. NHANH TAY: bit.ly/hynmnc
spam,VAY ONLINE: Lãi suất chỉ 3%/tháng. Đăng ký: vn.claim-prize.net
ham,Same. Wana plan a trip sometme then
ham,Bạn gửi cho mình kế hoạch của dự án A được không?
spam,💥 SIÊU GIẢM GIÁ! gia dụng giảm 70%. Thanh toán MoMo giảm thêm!
spam,VIỆC LÀM TỰ DO! Thu nhập 2000k/tháng. Làm ở nhà. LH: 0966159588
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
spam,HOT DEAL: Giảm 65% tại Lazada. Mã: SALE296. Hết hạn trong 9h!
ham,S...i will take mokka players only:)
spam,BẠN ĐÃ TRÚNG! IPAD PRO M2 trị giá 5000000đ từ MoMo. Xác nhận tại: www.claim-prize.com
spam,💥 SIÊU GIẢM GIÁ! thời trang giảm 90%. Thanh toán Internet Banking giảm thêm!
ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
spam,SALE SỐC: Giảm đến 48% laptop. Truy cập app.shop.com ngay!
spam,HOT DEAL: Giảm 47% tại Shopee. Mã: SALE457. Hết hạn trong 8h!
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
spam,"💼 TUYỂN DỤNG GẤP! Lương 500k/tháng, làm online. Đăng ký: bit.ly/scxlt7"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
ham,"Chào bạn, 14h mình đi café tại văn phòng không?"
spam,BÍ QUYẾT ĐẦU TƯ Bitcoin sinh lời 100%/tháng. Tham gia: bit.ly/hynmnc
ham,Yup but not studying surfing lor. I'm in e lazy mode today.
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
spam,TRÚNG THƯỞNG! Shopee trao ĐỒNG HỒ APPLE WATCH trị giá 2000đ. Xác nhận: bit.ly/woe35s
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,Yes its possible but dint try. Pls dont tell to any one k
spam,🚀 Forex SẮP TĂNG GIÁ! Mua ngay hôm nay. Hướng dẫn: bit.ly/hjofuw
spam,BÍ QUYẾT KIẾM 500000đ/NGÀY từ Dogecoin. Tham gia ngay: app.loan.online
ham,"Aight fuck it, I'll get it later"
spam,FLASH SALE 31H: iPhone giảm 67%. Số lượng có hạn!
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,"It's that time of the week again, ryan"
spam,CHÚC MỪNG! Bạn đã trúng XE SH MODE trị giá 2000000đ. Liên hệ 0951605588 để nhận quà!
spam,🔥 FLASH SALE 12h! Điện thoại giảm 60%. MUA NGAY: bit.ly/sg7a07
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 5h. LH: m.loan.vn"
ham,"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
spam,TIN VUI! SIM của bạn trúng thưởng SAMSUNG S23. Gọi 0905057427 trong vòng 10h để nhận!
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered &lt;#&gt; to my account and &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
spam,🏦 KHOẢN VAY 50000M đã được duyệt cho bạn. Xác nhận nhận tiền: bit.ly/sg7a07
spam,CƠHỘI ĐẦU TƯ! Forex tăng 200% trong tuần. Tài khoản demo: bit.ly/hynmnc
ham,"Haha get used to driving to usf man, I know a lot of stoners"
spam,🏆 GIẢI ĐẶC BIỆT! AIRPODS PRO dành cho bạn. NHANH TAY: bit.ly/xjf0ac
ham,O. Guess they both got screwd
ham,R u sure they'll understand that! Wine * good idea just had a slurp!
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
spam,KHẨN CẤP! VNPay của bạn sắp bị khóa. Cập nhật thông tin tại: bit.ly/z09t78
spam,BÍ QUYẾT ĐẦU TƯ Bitcoin sinh lời 200%/tháng. Tham gia: bit.ly/afkpz9
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,Ok. I asked for money how far
ham,All e best 4 ur driving tmr :-)
spam,SALE SỐC: Giảm đến 68% thời trang. Truy cập www.shop.com ngay!
ham,"A ơi, 9h sáng mình đi dạo tại công viên không?"
ham,"Aight, I'll hit you up when I get some cash"
spam,TÀI KHOẢN CỦA BẠN: Cần cập nhật Ví điện tử trước 24h. Chi tiết: bit.ly/z09t78
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
spam,BÍ QUYẾT ĐẦU TƯ Ethereum sinh lời 200%/tháng. Tham gia: bit.ly/hjofuw
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 90% mỹ phẩm. Số lượng có hạn!
spam,HOT DEAL: Giảm 80% tại Tiki. Mã: SALE853. Hết hạn trong 6h!
spam,SALE SỐC! Máy giặt chỉ còn 10000đ. Áp dụng mã VN11484. Link: bit.ly/0g1amr
ham,Deadline presentation môn Marketing là khi nào?
ham,Dude sux for snake. He got old and raiden got buff
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL
spam,TIN VUI! SIM của bạn trúng thưởng IPHONE 14. Gọi 0905460336 trong vòng 28h để nhận!
spam,KHÓA HỌC ĐẦU TƯ Forex chỉ 1000000kđ. Đăng ký: app.shop.online
ham,Họp chiến dịch mới chuyển sang 11h nhé. Nhớ mang laptop.
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,"\What are youdoing later? Sar xxx\"""""
ham,What pa tell me.. I went to bath:-)
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,"sry can't talk on phone, with parents"
spam,⚠️ CẢNH BÁO: Tài khoản VNPay của bạn có dấu hiệu bất thường. Xác minh: bit.ly/qym0uk
ham,Change again... It's e one next to escalator...
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,"Mình cần bản vẽ, bạn có không? Để học nhóm."
ham,"Bạn ơi, bạn có bản vẽ không? nghiên cứu ạ."
spam,CHÚC MỪNG! Bạn trúng IPAD PRO từ VNPay. Liên hệ: 0996176649 để nhận ngay!
ham,K k:) sms chat with me.
spam,HOT DEAL: Giảm 66% tại Shopee. Mã: SALE706. Hết hạn trong 22h!
ham,Not from this campus. Are you in the library?
spam,HOT DEAL: Giảm 66% tại Lazada. Mã: SALE563. Hết hạn trong 6h!
spam,HOT DEAL: Giảm 58% tại Sendo. Mã: SALE552. Hết hạn trong 1h!
ham,Prepare to be pleasured :)
spam,TÀI KHOẢN CỦA BẠN: Cần cập nhật Ví điện tử trước 48h. Chi tiết: bit.ly/hynmnc
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
spam,🔐 Ví điện tử: Phát hiện đăng nhập lạ. Bảo vệ tài khoản ngay: bit.ly/hjofuw
spam,HOT DEAL TRONG NGÀY! Máy giặt giá cực sốc 5000đ. Mua tại: bit.ly/vi2nut
spam,HOT DEAL TRONG NGÀY! Samsung giá cực sốc 5000đ. Mua tại: bit.ly/thu4qz
spam,"💼 TUYỂN DỤNG GẤP! Lương 20000k/tháng, làm online. Đăng ký: bit.ly/ekokq7"
spam,📈 KIẾM 50000K/NGÀY từ BNB! Khóa học MIỄN PHÍ: bit.ly/r52kpb
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 50% đồ công nghệ. Số lượng có hạn!
spam,KHÓA HỌC ĐẦU TƯ Dogecoin chỉ 5000000kđ. Đăng ký: vn.claim-prize.net
ham,Where to get those?
spam,BÍ QUYẾT ĐẦU TƯ Bitcoin sinh lời 30%/tháng. Tham gia: bit.ly/hjofuw
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Hôm nay mình đi gym. Bạn join cùng không?
spam,TIN VUI! SIM của bạn trúng thưởng TV SONY 4K. Gọi 0903325335 trong vòng 4h để nhận!
spam,💥 SIÊU GIẢM GIÁ! đồ công nghệ giảm 90%. Thanh toán MoMo giảm thêm!
spam,💎 TRADE Dogecoin - Lời 30% chỉ trong 3h! Đăng ký: bit.ly/a76d4d
ham,But i haf enuff space got like 4 mb...
spam,📈 KIẾM 1000K/NGÀY từ Ethereum! Khóa học MIỄN PHÍ: bit.ly/o3x7xs
spam,KIẾM TIỀN ONLINE! 500k/tháng chỉ 2 ngày/ngày. Chi tiết: bit.ly/u05p7v
spam,KHẨN CẤP! Internet Banking của bạn sắp bị khóa. Cập nhật thông tin tại: bit.ly/uz8hsp
spam,"💰 CẦN TIỀN GẤP? Vay 50000 triệu, giải ngân sau 6h. Đăng ký: bit.ly/qym0uk"
ham,"As in missionary hook up, doggy hook up, standing...|"
spam,BÍ QUYẾT ĐẦU TƯ Dogecoin sinh lời 50%/tháng. Tham gia: bit.ly/4rkg54
spam,KHUYẾN MÃI: thời trang giảm 45%. Áp dụng mã SALE401!
spam,CƠHỘI ĐẦU TƯ! Ethereum tăng 200% trong tuần. Tài khoản demo: bit.ly/ekokq7
ham,Tối nay 9h mình đi dạo nhé. trung tâm như mọi khi.
ham,Lol enjoy role playing much?
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
ham,Hẹn gặp 14h ở coffee shop nhé Hi.
spam,HOT DEAL TRONG NGÀY! iPad giá cực sốc 50000đ. Mua tại: bit.ly/scxlt7
spam,TÀI KHOẢN CỦA BẠN: Cần cập nhật Internet Banking trước 48h. Chi tiết: bit.ly/ekokq7
ham,We're finally ready fyi
spam,🔥 FLASH SALE 6h! Samsung giảm 90%. MUA NGAY: bit.ly/ny7vc3
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
spam,SALE SỐC! Samsung chỉ còn 10000đ. Áp dụng mã VN11484. Link: bit.ly/q78xi3
spam,⚡ KHUYẾN MÃI LỚN! Giảm đến 70% gia dụng. Số lượng có hạn!
spam,💰 CƠ HỘI VIỆC LÀM: Thu nhập 1000-3000k/tháng. Liên hệ: 0968884154
spam,"💰 CẦN TIỀN GẤP? Vay 10000 triệu, giải ngân sau 48h. Đăng ký: bit.ly/xrvvnz"
ham,Họp dự án B chuyển sang 17h nhé. Nhớ mang số liệu.
ham,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the &lt;#&gt; day return period ended.
ham,Understand. his loss is my gain :) so do you work? School?
spam,📈 KIẾM 2000K/NGÀY từ Forex! Khóa học MIỄN PHÍ: bit.ly/zcex8w
spam,HỖ TRỢ VAY VỐN: Chỉ cần CMND + SIM. Lãi 0.5%. Duyệt tự động: bit.ly/hynmnc
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Hôm nay 2 giờ chiều mình học bài nhé. Gặp ở văn phòng.
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,💎 TRADE Forex - Lời 50% chỉ trong 2 ngày! Đăng ký: bit.ly/o3x7xs
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,Am slow in using biola's fne
spam,BẠN ĐÃ TRÚNG! IPAD PRO M2 trị giá 2000000đ từ FPT. Xác nhận tại: vn.claim-prize.net
ham,"Chị ơi, 2 giờ chiều mình xem phim tại công viên không?"
spam,HOT DEAL TRONG NGÀY! Samsung giá cực sốc 5000đ. Mua tại: bit.ly/r52kpb
spam,KHẨN CẤP! Internet Banking của bạn sắp bị khóa. Cập nhật thông tin tại: bit.ly/scxlt7
spam,BẠN ĐÃ TRÚNG! IPHONE 14 trị giá 50000000đ từ FPT. Xác nhận tại: www.claim-prize.online
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
spam,SALE SỐC: Giảm đến 65% thời trang. Truy cập www.invest.asia ngay!
ham,Mình vừa học bài xong. Hôm nay vui lắm!
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,Buổi họp chiến dịch mới sang 9h sáng. Mang theo tài liệu nhé.
spam,SALE SỐC: Giảm đến 31% gia dụng. Truy cập www.shop.net ngay!
ham,Tối nay 17h7 mình đi gym nhé. quán quen như mọi khi.
spam,SIÊU SALE: Thanh toán qua ZaloPay giảm thêm 13%!
ham,5 nights...We nt staying at port step liao...Too ex
spam,⚠️ CẢNH BÁO: Tài khoản VNPay của bạn có dấu hiệu bất thường. Xác minh: bit.ly/xrvvnz
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
spam,💰 CƠ HỘI VIỆC LÀM: Thu nhập 10000-8000k/tháng. Liên hệ: 0950590259
spam,BẠN ĐÃ TRÚNG! MACBOOK PRO M3 trị giá 5000000đ từ ZaloPay. Xác nhận tại: vn.claim-prize.vn
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"He will, you guys close?"
spam,KHÁM PHÁ: Đầu tư Dogecoin sinh lời 188%. CT: m.invest.vn
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
ham,"Very strange. and are watching the 2nd one now but i'm in bed. Sweet dreams, miss u"
ham,The battery is for mr adewale my uncle. Aka Egbon
spam,ƯU ĐÃI LỚN: Mua TV chỉ với 18trđ tại www.shop.vn. Mã: SALE569
spam,VAY ONLINE: Lãi suất 2%/tháng. Không thế chấp. Duyệt trong 48h. Link: bit.ly/u05p7v
ham,Missing you too.pray inshah allah
ham,I'm vivek:)i got call from your number.
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,8h mình hẹn nhau ở quán quen nhé.
ham,I think just yourself …Thanks and see you tomo
spam,CƠHỘI ĐẦU TƯ! Crypto tăng 100% trong tuần. Tài khoản demo: bit.ly/r52kpb
ham,"A ơi, 3h mình đi gym tại coffee shop không?"
ham,Aight do you still want to get money
spam,FLASH SALE 12H: điện thoại giảm 55%. Số lượng có hạn!
spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,"Carlos took a while (again), we leave in a minute"
ham,Ok enjoy . R u there in home.
ham,"Yo, the game almost over? Want to go to walmart soon"
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Mm so you asked me not to call radio
ham,WHITE FUDGE OREOS ARE IN STORES
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 5000000trđ tại www.shop.com. Mã: SALE323
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
spam,⚠️ CẢNH BÁO: Tài khoản Tài khoản ngân hàng của bạn có dấu hiệu bất thường. Xác minh: bit.ly/r52kpb
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
spam,💰 CƠ HỘI VIỆC LÀM: Thu nhập 20000-8000k/tháng. Liên hệ: 0903756984
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
spam,SALE SỐC! Điện thoại chỉ còn 10000đ. Áp dụng mã VN43647. Link: bit.ly/xrvvnz
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a &lt;#&gt; movie DOESNT inlude the previews. You're still getting in after 1."
